a,b,c
0.400378,-2.466233,19.588376
0.145589,4.076181,-16.432631
1.597168,8.223411,10.890198
-0.010257,-8.858996,-9.273568
-1.095977,7.903347,-1.729929
0.225610,7.740591,10.086347
1.978906,6.913108,17.489677
-1.309026,7.927167,-16.264479
0.271294,-2.919950,-17.143632
-0.037904,7.075259,-12.314600
0.849343,4.257726,16.645007
0.137223,1.302828,-19.587119
-0.121877,-3.815282,17.581457
0.100461,2.327157,-19.789680
-1.173201,-10.041351,6.968544
1.029078,-1.342046,-19.647228
-0.789813,8.346646,-9.749743
1.011110,6.282884,12.953573
-0.304255,-9.747726,-4.711703
0.254064,-10.775175,2.862491
0.076534,2.931217,-18.224238
-0.265177,-7.845674,9.539821
5.064252,3.032088,-13.317955
-1.015633,8.580120,-3.068077
-0.963274,10.643219,0.053722
0.391089,1.888503,18.395924
-0.010346,-6.408614,-15.336336
1.291340,5.229104,14.797882
1.282452,-6.473250,-21.620944
-0.916468,5.905762,-16.447658
0.724551,7.861373,7.271416
0.020828,-0.343448,-20.556951
-0.041399,7.555415,-13.639963
-0.914044,-1.179968,-16.650198
-0.774747,4.001267,-17.477459
-2.643605,0.763235,21.573599
-0.088831,9.047569,-7.479971
-0.393502,-0.558924,18.079092
0.518930,-1.198672,-22.039739
0.614085,1.808186,20.497384
0.590629,-4.404359,18.038080
0.025513,-9.805535,-3.507676
1.319596,-6.885370,-9.930338
0.023355,8.608346,-9.876076
-1.752913,7.385640,11.545572
1.022541,7.559307,-8.286968
-0.241317,6.398230,15.109869
-0.963589,-7.507332,7.585500
0.932071,-5.880278,15.086262
-1.595095,-11.278535,-4.137320
-2.080960,-2.856016,-18.590095
-0.012247,6.617502,15.007515
1.059862,-0.358049,19.416429
0.006786,9.310863,-6.990176
-1.836446,2.522891,16.841395
-0.390681,-6.843270,-14.599562
0.435654,-7.810389,-2.599139
-0.755363,-5.801953,-16.638485
-0.141658,-9.832792,3.394607
2.422417,-10.399720,1.638276
1.001835,-9.097143,-5.464193
0.645718,-0.101529,-17.609135
-0.476201,4.721779,-12.077189
-0.520518,-1.285067,-21.015947
1.130696,4.902772,18.743272
-1.402311,-6.712207,-12.453003
-0.084214,5.308614,-21.775472
1.099680,-11.477843,6.823113
1.124535,-2.372510,-19.869651
-0.080044,-7.070271,-14.317346
-0.752898,-10.122329,0.802498
-0.825257,5.946523,13.735531
-0.057796,-8.241504,-11.344522
-0.764240,5.146899,17.594316
0.329892,9.786566,-1.688795
0.597292,5.869638,-12.817788
-1.567689,9.384474,0.291518
0.037335,-7.784660,12.700412
-0.330436,3.689843,23.714143
-0.125296,3.136034,19.101904
-0.028608,2.569358,18.927043
0.798690,-4.738775,16.988052
0.345015,-6.313167,14.532907
1.086100,7.324919,-15.528406
0.053000,-7.533510,-2.958989
1.391005,1.290070,-20.807836
0.712263,-0.395975,-19.446342
-0.611647,-10.205027,-4.719892
1.600982,-9.651416,-15.629281
-0.980616,1.537537,21.099537
-0.450037,-0.900642,-22.099885
-1.040890,-9.832662,6.860451
-1.130351,7.928275,-13.126080
-0.551077,8.716845,-9.694029
-0.060348,8.615915,3.228405
0.016756,7.180264,14.171368
0.430182,0.785279,18.986452
-1.361804,-6.624915,22.526613
0.030226,-5.915731,-16.811828
-0.086686,9.999260,0.296274
0.501314,-9.172308,-7.984501
0.671611,6.742271,16.084732
2.307513,-0.157493,-23.308770
-0.519799,-10.291098,11.042941
0.180394,-3.589873,-17.374630
0.942981,10.298275,1.558081
0.416844,-5.022788,21.502269
0.267614,9.452725,7.667224
0.542351,5.369145,14.645451
-1.403581,-11.154619,3.433459
-0.316031,-6.379717,-15.777847
0.169000,8.504044,-3.819797
-1.931859,8.645064,10.327287
-4.979195,-8.763693,5.261560
1.942969,4.111250,-22.606879
-0.020343,-10.083126,-1.372284
0.011651,10.203826,1.588948
-0.455047,-7.888780,-11.256167
0.377783,4.473461,-19.011517
-1.443304,2.709935,20.431121
-0.095235,9.729317,-3.696301
0.307448,-5.678298,13.976031
-0.110587,-9.798657,-4.096956
-0.395611,-6.432992,-16.995291
-0.065402,-8.043765,11.340393
0.370022,-8.676093,-10.375198
0.545532,-8.622290,-9.906343
0.146835,8.306234,11.206124
-3.633041,-0.265760,15.012990
-0.133933,-3.524475,-22.062859
-0.180272,4.306075,18.173635
-0.660904,-1.970262,-19.400862
-0.734201,8.880585,-14.597401
-0.230813,6.122450,14.933045
0.289647,-8.411742,5.481940
-0.232264,0.820326,20.787053
-0.702760,-9.737222,9.978239
-0.643664,-3.482476,14.758734
-1.842831,-7.353583,8.203577
0.059475,-3.560757,-19.151479
0.177744,-8.808536,8.911809
-0.113227,-1.394787,19.928651
-0.077306,6.220002,-20.340691
-1.537390,-4.954637,-20.558408
-1.493194,-0.545881,17.384623
-1.131076,-0.334460,19.067864
-0.265958,10.773184,-3.394864
-1.008191,-4.324745,-16.989888
0.016874,-9.173464,10.939114
1.008530,9.430318,-8.323275
2.929976,7.167071,-14.501786
0.751561,6.423388,-14.065643
0.296603,-3.703103,19.811317
1.128220,-3.481427,18.775231
2.118162,-2.255211,-26.030898
0.758283,10.871448,8.100319
0.947954,10.327496,1.094183
-0.015765,1.102635,-19.901593
-0.291525,1.388629,20.448852
0.139760,-10.627674,-7.902070
-0.396832,9.712493,-5.071405
0.467278,-10.985839,10.425325
-0.033088,-10.151354,9.226497
0.005902,7.260927,-13.763989
1.033315,9.467542,7.613875
-0.583723,-0.438049,23.617308
-0.016095,-0.258852,20.038354
-0.193296,-3.562866,-17.357411
-0.793638,6.326955,16.319300
-0.173141,6.707769,10.872516
1.506802,10.898811,7.321931
-0.456934,4.194120,-13.075645
0.030077,0.392884,-22.374884
0.217126,0.146611,18.763266
-1.533888,0.568742,24.944477
-0.480554,-9.182831,4.661592
0.551311,-8.707804,-1.289556
0.728461,-9.933502,6.745950
-1.129046,-11.620177,6.176201
-0.321101,-7.557176,13.838140
1.231595,8.984214,-11.720588
0.134210,5.770650,17.256269
0.484290,-9.698805,-1.627394
0.201674,5.620514,17.601967
0.207959,10.695801,7.939707
1.409640,-4.490478,17.655179
0.588871,-10.720573,-1.513502
-0.390884,8.238768,-12.160824
-0.022621,8.401112,-9.114856
-0.381069,8.650929,14.167702
-0.240738,5.222974,-16.008067
-0.099340,-5.750610,15.872311
0.419271,8.991016,7.369122
0.030620,-7.393566,13.670677
-0.413918,4.393022,16.290854
-0.322415,2.394335,-18.702536
-1.320344,0.731747,12.038140
-0.600062,6.840258,13.585210
0.693654,4.431893,17.484695
-0.179839,-9.171399,0.328545
-0.860564,6.264433,-13.286053
0.742219,-4.171802,-16.877525
-0.959901,-3.880243,21.111777
1.383328,-10.358854,4.949017
-1.627849,-8.317253,-11.942710
0.473771,9.319918,15.659069
0.541964,-9.718623,-2.618159
-1.230705,-7.873943,10.336879
0.387151,10.842102,0.268137
-0.180626,-8.182671,10.133851
-0.022457,2.945272,-19.062711
0.203839,-3.801162,-17.028245
-0.777085,-4.259519,-18.180109
1.043085,9.081595,1.634601
-0.165659,-0.691086,-26.142834
0.222993,-6.476583,4.551499
0.557205,-2.434136,-22.818340
-0.845767,6.651421,15.862641
0.091638,7.122650,-12.986111
-1.368283,-5.916672,-13.559136
-0.363348,-8.694202,-7.916636
-0.012686,-9.473350,6.498720
1.252316,5.806788,-11.410391
0.937688,4.313830,-15.159118
0.875914,-10.804148,9.010291
-1.559824,9.559591,-2.788850
0.738090,-6.044205,-9.996886
0.051340,9.318853,-6.514902
1.061304,4.951329,17.430656
-0.089234,-6.716632,5.211607
-1.381510,1.412536,-20.336391
0.587704,11.304722,-5.137944
1.187101,-8.290378,-11.075057
1.017404,9.171920,-7.571967
-0.823927,-8.886137,4.334101
0.554040,-6.095609,-14.675801
0.641741,8.656431,-5.175900
-2.735197,-2.573534,12.625676
1.237714,7.048755,13.124130
-0.984027,5.743936,-15.948778
0.257379,-9.893509,-6.836611
-0.485993,11.065656,-8.233034
1.381167,-7.323055,19.177165
0.429829,8.488859,9.651477
-0.064589,3.040014,20.801664
0.128889,-4.894036,16.763681
1.346582,8.016412,-11.748284
-0.755404,-6.897211,14.054352
-0.180240,-5.953618,20.558638
-2.938324,-10.828502,-2.742689
-0.605519,7.879082,6.195947
-1.389682,9.866011,4.950149
-0.241911,-0.567103,21.184159
0.441797,8.027712,-10.443172
-2.353619,-1.071957,-20.585699
0.350007,-8.687944,4.139759
1.666218,-2.001823,21.331512
0.082641,-9.309463,6.372813
1.303746,-11.380169,5.498717
0.483592,-0.734430,-22.101711
-0.906549,-2.727753,-21.172296
1.012449,9.753544,14.815444
-2.874113,0.638218,-18.616438
-0.029475,-9.725516,9.237983
-0.302540,-10.267550,1.621098
1.333325,6.406612,18.739126
2.502275,5.179455,15.985661
-0.431408,0.369711,20.183166
-0.650310,-2.702650,-18.714770
-2.904099,-13.468568,-2.768972
-0.809819,5.411648,-12.296370
0.365577,2.000141,-19.248023
-0.437945,-8.956659,-15.844661
-1.298107,5.265806,-19.590158
-0.019653,-4.394087,17.979366
-0.342709,-6.923768,13.795278
1.465302,4.966851,-16.624591
-0.622385,-7.651172,-7.492229
-2.089181,3.001160,-21.115639
0.479709,7.810153,-12.936920
1.619248,-3.058372,19.199869
0.224360,-8.401606,11.745819
0.001399,4.392495,-17.545225
-0.141518,5.452926,-16.761278
-0.943993,0.016372,-24.032672
-1.719006,12.032352,0.799416
-1.102260,8.931907,-5.573161
1.055608,-9.987697,2.986582
0.626774,4.719153,1.826637
1.909324,1.293000,22.136802
-0.133056,1.341955,-20.234232
0.128477,-6.401437,15.273667
-0.352963,0.971543,-19.825042
-0.771858,-10.336380,3.379278
-0.424709,10.591983,6.616162
0.054581,-0.506760,19.786646
-0.072161,3.460723,-18.437610
-0.145372,-3.032200,19.011674
-0.337977,-4.185389,-17.838839
-0.118473,9.605841,-7.728151
-1.181473,4.971234,-15.626670
-0.550578,3.336967,18.507648
0.821194,10.845245,-2.883607
-0.476882,6.280318,-13.802311
-1.449188,5.980288,13.671860
0.517876,-7.550462,14.879712
-0.304694,2.831514,19.453365
-0.865920,7.843432,5.090827
-0.220861,-8.069668,-13.074329
0.243895,-1.592860,-20.473226
1.241240,-6.524979,16.496238
-0.012748,-8.063865,-11.802216
0.590095,-5.868646,-16.426343
-1.071025,-8.928478,10.499220
-1.059236,-3.020472,21.736523
0.009590,9.917380,-2.949827
0.119064,10.416317,1.186897
-0.481480,-4.795387,20.071333
1.178475,7.258886,7.815690
0.797733,11.238961,-2.968312
0.229375,9.195230,5.002549
0.930420,-7.985212,-14.682125
0.805329,-7.479348,8.851132
-0.934482,5.825289,17.909184
1.486147,6.098881,16.542273
-0.070223,-4.872449,17.664285
-4.498787,11.582660,-7.122622
-0.342465,9.264676,8.661025
-0.157611,1.555083,-20.337577
-0.081654,3.249174,20.202584
0.611504,0.082736,20.211573
-0.124255,2.128776,19.743711
0.999131,3.932951,-17.250899
2.416868,-8.043710,-7.952049
-1.414445,11.109121,8.426132
2.378837,0.089103,20.038091
-0.973053,9.366484,-9.336689
-0.914915,0.378769,17.826771
2.380909,9.758204,-2.844187
-3.028555,-5.856912,-10.076006
-0.491734,-10.240181,1.457746
-0.814188,-9.220140,4.678084
-0.161413,9.907069,-5.305394
0.562091,-3.954632,16.236785
0.141861,-3.295260,17.009379
-1.466321,0.164689,-23.583432
-1.616174,8.769885,-8.612228
0.061858,1.733762,19.762915
-0.290523,-5.772150,16.098460
-0.241002,-7.541778,13.463651
-0.516352,6.377417,13.630053
0.855785,10.275889,-9.851280
-0.357497,7.879516,19.772150
-0.719224,8.634506,6.854964
1.003813,8.653335,-1.805497
0.108496,-5.485693,16.943231
0.381285,-3.451359,16.810832
-0.375036,6.763259,-12.744065
-0.195848,0.621551,-20.259475
0.040559,6.545006,15.121210
-0.028152,7.897226,-4.286468
1.564322,7.554305,-3.682896
1.027345,-6.772904,12.511855
0.006999,-2.895074,19.141568
-0.704646,8.848987,-8.117652
0.986393,10.184869,-5.787538
-0.269296,-9.381930,4.141185
2.534254,-5.229980,-12.511696
2.204430,5.708075,10.636022
3.037046,8.136500,12.917920
-0.216701,-8.326374,8.945635
-0.040454,8.656746,9.285789
-0.272554,8.592559,9.751586
0.462671,-9.667016,5.762108
2.997566,8.464963,14.875681
1.510495,-6.824024,3.128699
-0.022025,6.862603,14.599738
-0.123170,-0.922371,19.681287
-0.178547,3.901720,12.870029
-1.237253,11.864306,-8.045198
-1.485936,-5.728478,-10.750349
-1.291751,-3.204367,-14.794414
0.275754,5.848796,17.964298
-0.002288,5.679202,-16.916480
-2.688432,1.086692,26.894167
0.062454,-10.309615,-0.953539
-0.067129,-9.475611,0.917131
-0.531276,-0.147856,16.313540
-1.664937,10.963350,1.577071
-1.376839,4.870208,13.534230
0.677297,-9.063309,-9.958719
1.417413,-9.550196,-5.383957
0.357324,4.946939,-16.968626
0.941618,-3.359122,-16.003938
0.969815,1.000824,-19.405452
0.052975,2.539501,19.556035
0.267021,-7.210082,-14.075436
1.599728,5.384932,14.920267
-0.666090,5.813716,15.403965
0.114854,7.014349,-13.163266
0.018957,-4.244623,-18.109539
-2.815460,10.306877,-7.072605
-0.756098,-0.835449,-20.276166
-1.200687,8.105210,6.592745
0.562556,6.830900,15.140457
2.451656,-8.839588,-5.883896
-0.438679,8.083139,-7.095637
0.286428,-9.185680,9.063264
-0.821451,10.842500,-8.379464
0.001781,-1.719675,19.899029
-0.491605,-6.506372,10.820555
-0.766902,-7.565453,11.621468
-0.034981,-5.720636,-16.657398
-0.208551,-7.588610,-15.239565
1.378923,-1.089393,22.234011
-1.218197,5.944095,16.155256
1.140834,-2.045461,21.204523
0.378615,-7.068024,24.951762
-0.119509,8.822517,6.300542
-0.041571,-7.930306,-12.228360
-0.894670,6.289473,-19.847214
0.265465,-10.971017,-9.981921
-0.305051,-7.984835,10.785373
-0.352529,0.243648,20.037542
1.099924,-5.400793,-17.784969
0.333575,4.672764,-17.152807
0.242516,-9.462197,-16.846909
0.089008,-8.588798,-9.023483
0.884451,-5.234425,18.232936
0.081887,-0.529317,-19.731692
-0.097601,-9.769372,5.503107
1.453757,-10.963683,-5.964182
0.352749,2.298454,19.204717
0.256752,8.507744,2.637104
0.077971,-1.482586,-19.168420
-0.759438,-10.391453,7.378977
-1.854570,-9.510106,-0.114363
-1.960032,4.990973,-20.714705
0.523839,9.405068,-5.285820
-0.003273,-8.522513,10.500412
0.734995,-10.354628,6.672213
-0.434505,5.785838,-13.805474
1.112665,-1.046244,20.395308
1.428893,-6.787064,-20.499285
1.873735,4.223435,-9.145976
1.168156,-10.397546,-9.911614
-0.326164,-3.719780,17.173774
0.144488,-1.654376,-20.459594
-0.330322,-6.697923,-19.313608
-0.051973,9.202369,-8.624876
-2.326174,7.507382,13.980209
0.773929,-4.043047,17.919746
-1.177782,-9.257524,-6.862657
-0.677945,-9.412535,8.415168
0.140793,11.975799,1.421156
1.012206,-9.862978,8.973897
0.010386,7.433261,-13.625100
0.379714,1.377957,20.648980
0.831679,8.873712,-9.853900
0.545969,-12.398547,-1.091400
2.533895,12.023398,-11.285403
-0.929904,-7.815104,13.243616
0.880095,9.798725,-8.549689
0.442401,4.650471,17.622045
0.549591,-9.178720,-13.183051
-1.055587,9.347977,-7.024704
-0.718832,-6.981143,-14.055164
-0.308856,-3.603899,-19.836945
-2.432627,1.826100,17.075206
-0.264151,10.020401,4.453781
0.598659,7.394425,-11.622890
-0.836438,-10.704223,5.135699
0.077265,6.939156,-21.295777
0.340262,9.789881,6.719833
0.662970,10.692201,1.136790
0.576296,9.527319,0.410828
-1.522583,-3.989506,-19.446689
1.576781,1.278859,-21.047317
0.008699,-0.298961,19.992165
0.902603,8.223758,3.949402
0.285799,9.045739,8.764901
-0.651543,-3.793465,18.578893
-0.277850,10.601174,1.713810
3.291313,11.714411,1.567651
-0.694807,-8.862910,-7.181967
0.490664,2.121519,-20.652657
-0.222191,7.034276,-11.219822
-2.501797,-9.094181,2.469259
1.125015,-0.758293,17.913035
0.161162,3.152945,-18.477404
0.563509,11.474239,11.735331
-1.219254,-8.024714,0.033341
0.928826,-8.191694,3.443424
-0.371125,9.813656,-6.925207
-0.145949,-0.814921,-20.215667
-0.551608,2.026060,18.162247
-0.201283,1.968366,21.481807
1.536432,9.051929,7.164691
-0.246514,6.158895,17.441663
-0.039955,7.975058,-12.678929
0.127283,-5.093990,16.649549
-0.008570,-9.225480,9.471097
0.061045,-1.234285,20.032999
-1.712694,4.253843,-15.033521
1.501578,-5.926194,17.784895
0.011410,-0.203235,-19.939401
-0.219924,6.767593,15.995531
-1.905909,2.491739,-9.083392
-1.332046,0.106807,-20.123513
-1.930729,-1.967354,16.411941
-0.540705,-7.250468,23.633031
0.350054,2.548776,19.735413
-0.720424,-10.077728,-1.593974
0.370840,3.815704,-19.161198
2.182007,-6.089666,15.984834
-0.870866,7.397990,-11.025816
1.918425,-1.423708,17.776868
-0.178132,-9.279780,5.239247
0.799966,4.495968,19.740888
-0.095741,1.440564,-19.480789
0.128611,-7.158733,-13.977052
0.057093,2.439125,18.215030
0.276594,-9.514770,-7.724316
-0.314553,8.460983,-9.910298
3.540289,4.404803,-18.352262
1.843046,-9.562106,-2.319982
0.337234,-9.144139,7.036490
-1.181982,-4.686984,-19.107619
0.459189,3.111191,19.018654
-1.797057,-4.740935,-8.196346
-0.110516,4.678332,17.298233
-0.256729,8.132822,15.112020
2.612064,3.197472,-19.458917
0.068265,9.738871,6.592224
0.753481,-7.001456,14.218437
0.372310,-5.943095,-16.845351
-1.181611,-1.472042,19.155381
0.239373,-5.264407,-17.374536
1.117028,-2.920295,15.226982
0.106186,-10.988815,9.058071
0.523647,8.279519,12.130887
1.299187,2.748821,-19.909426
1.994756,8.013589,14.759294
-0.180072,-4.319075,-17.445805
0.329963,-7.053358,-17.145511
0.234893,-9.772974,-5.904796
0.395059,-2.041611,-20.436803
-2.000840,0.515329,27.883656
0.309958,5.048497,14.940267
-1.535573,-8.937992,-13.718551
3.132795,1.122881,-17.363790
-2.677501,11.673890,-0.586764
-0.211585,4.153370,13.048466
0.953054,-8.641740,-10.947589
1.091850,11.169525,-4.531930
-2.290433,-8.626515,10.976432
2.408551,-5.019298,11.633838
-1.873585,7.491942,12.952253
-0.437408,-1.968052,23.292181
-0.107725,-0.424348,20.882905
-0.060293,7.802569,7.748962
4.376250,-8.921686,-9.416750
-0.197111,0.163603,-21.907643
0.529483,3.749823,-19.154242
-1.198287,1.115467,21.137923
-0.103764,-8.809461,-6.618223
-0.858417,2.422412,20.982779
-0.721290,-10.824440,-0.443108
1.478075,10.645765,1.183146
-3.217722,-10.613588,7.039160
-1.420907,-11.702384,-8.347822
0.391357,4.334547,16.538517
-0.407434,6.165345,-9.889540
2.084365,-5.318112,15.139010
0.334389,-0.117302,22.294752
0.317652,1.913121,20.180953
-0.179665,-8.173061,13.459604
-0.246073,-9.871049,8.642835
0.003262,1.581379,-19.727575
-2.388833,-9.777044,4.954167
0.059858,9.966394,-1.926303
-0.043517,-3.924018,-18.871559
0.616300,9.833437,2.049844
0.648811,9.900381,0.281709
-1.916209,-4.646489,17.408141
-0.388780,9.383093,-11.173351
-0.223940,3.124545,19.394745
-0.867045,1.218711,17.857344
0.463524,4.167806,-18.066021
-3.468135,-6.501827,9.789885
-0.114668,7.805953,7.114524
0.248835,0.206600,18.599218
-5.721640,10.629540,-1.541237
-0.303662,10.083899,0.343694
0.178172,3.787846,16.177691
0.780945,-3.398881,-20.394267
-0.055334,3.475198,-19.979527
-0.345777,10.754578,1.004121
-0.451250,-10.401379,1.120761
0.984274,7.709533,6.462491
-0.104061,8.678902,9.910792
-1.124402,1.618960,19.080983
2.018857,-7.509595,6.344847
0.073832,-1.290092,20.056553
-0.665858,1.574858,21.989004
-1.938977,7.793279,-17.220134
-0.279062,7.151881,15.304830
-0.605602,6.380709,-14.361815
0.720434,-4.621373,18.762540
0.919757,-7.823251,13.048501
-0.873155,10.338341,-0.080323
1.642783,9.326732,11.714227
0.060877,1.592938,20.075888
-0.871383,-8.914085,7.941950
-0.421600,-9.872159,2.652451
-1.780532,3.414315,19.277879
0.205527,-12.181128,3.522265
0.166880,-1.527396,19.578559
0.067804,-7.336148,12.430628
1.983769,-5.893506,19.169811
-0.271921,7.152000,13.375995
-0.257330,-7.233711,-16.507514
0.635401,9.256739,12.294375
-1.008823,-4.279415,-20.393911
0.293979,0.545856,-19.457564
0.339838,4.753993,-18.693429
-1.467407,10.347912,2.135237
-0.222471,6.629368,-9.202207
0.789738,-5.495702,-15.062499
-2.618508,5.219320,9.129104
0.340192,9.155945,5.121231
0.092248,-5.743994,15.168949
-0.188536,8.966569,-10.157493
1.107194,3.294544,15.906645
0.850186,9.223641,2.367174
-0.296942,-9.026595,11.314561
-0.268613,4.445687,16.895488
-1.027123,-6.161210,17.782187
0.262644,7.005478,-13.311941
-1.646576,12.527673,9.062664
0.181948,-6.845369,16.939361
-1.327607,7.048443,-6.723449
0.243051,10.077425,-1.407548
3.477601,-3.390761,-23.296583
-0.125816,10.800056,-2.461350
1.332192,-6.515249,15.323638
-1.258486,9.258205,-9.239823
-2.343658,-9.202639,10.129234
-0.567775,6.034036,17.409008
0.077306,-8.171468,-15.512133
3.880135,-3.783152,-18.845173
0.008592,-4.660357,-14.988602
0.705043,4.114115,-22.610320
-0.747876,0.217004,-17.172389
1.029955,-6.564086,-10.221693
-0.591844,4.213714,14.282986
-1.559302,-3.000345,-17.125830
-0.251739,-10.040402,4.528762
-2.960185,-0.521239,13.848355
-0.168102,-8.597647,7.987787
-1.922709,11.368178,6.569700
0.234973,9.852154,-2.589254
0.409575,-8.562444,8.234669
0.290221,5.680799,14.664516
0.431861,8.219943,-12.259946
-3.307786,12.756401,-13.071406
-0.022335,9.848755,3.713257
-1.063045,-2.924163,20.193982
-0.119342,0.201157,-17.536455
2.268340,-5.165787,-18.176435
0.628609,10.070317,1.151012
-0.390147,1.876631,17.661195
0.612816,-0.529312,-12.891357
0.050487,-4.828971,-16.549235
-0.412043,8.751672,0.039117
0.183243,-7.613271,13.331278
2.144309,-7.529199,14.910632
0.342214,-9.056960,3.526779
-0.622920,-6.336403,-13.915314
0.457633,2.360841,21.132644
-0.367148,7.665640,6.179896
-0.015204,-1.860990,-20.064280
0.812695,-3.560667,16.108460
0.150342,0.141692,19.510761
-0.034462,-1.649843,19.900818
-0.693803,-3.201866,-22.418637
0.921435,-11.427573,-14.501782
-0.088685,8.035698,5.372663
0.424975,8.850200,-15.632194
-0.080132,-9.560371,-6.577744
0.641473,1.905409,24.246493
0.846719,-9.923646,-7.192666
0.093910,-4.435022,-18.705726
-0.013072,-3.621840,18.712123
-0.071861,8.678180,-9.819251
0.463559,-6.432326,-12.262261
1.470388,-4.446441,-14.507942
0.273011,-9.577902,-7.417685
0.498582,5.400575,14.335772
-0.326089,1.061398,-19.176689
-0.593580,-7.853688,-1.727351
1.333057,8.057696,2.265726
0.286037,-9.275550,-4.714932
-0.784039,-6.580753,-15.174586
-0.195333,9.583686,-2.610429
0.888022,-5.555223,21.209376
-2.269431,-2.853713,-19.155997
-1.542407,-9.204498,-3.566029
-0.923825,-7.742646,-14.236069
-1.941801,-9.143291,8.306836
-0.773549,3.751018,-19.343977
0.588986,8.520290,-8.655318
-0.569254,-0.134621,21.273808
-1.295287,-5.841422,17.950654
-0.512020,-1.358948,-19.989090
0.222051,5.651854,-16.431979
0.102879,-5.362336,-17.071027
-0.782812,7.501042,8.434177
0.370201,-1.290039,20.090117
-0.062066,-10.160026,-3.948394
0.891774,-9.835978,10.518567
-1.380917,6.176212,16.846700
0.534733,-10.409168,3.247053
3.743843,-10.108280,-11.245954
1.517353,-7.027681,-11.652796
-4.289845,3.988404,-21.596760
-2.276839,-2.969072,15.434602
2.498802,-7.948871,13.779668
0.676856,-1.068263,-22.888595
0.224108,-8.376356,-3.060229
-0.882016,-6.375227,11.987391
-0.060276,-12.082838,2.175322
0.339954,8.804048,7.394908
5.002991,8.137492,-5.639165
0.381546,-2.604119,21.233165
0.102046,-2.272278,19.402524
-0.593735,-2.726965,-19.581164
-0.511500,-8.148618,-13.624620
-1.742540,-9.164338,4.238674
-0.248959,8.821448,8.066629
0.602675,-5.206204,17.230151
-0.486772,-8.344756,-3.191456
0.348539,8.906092,-4.381139
-0.556137,9.694558,-1.460876
0.612931,4.789498,17.629379
0.539534,-0.990261,-18.105121
-0.473876,-10.110286,-4.989952
-0.181777,-2.887267,-20.003229
-1.173044,-8.163120,3.531247
-0.621762,4.139242,16.984949
-0.644246,0.545783,21.151356
1.594627,8.075412,-11.341068
0.280329,-10.263989,-0.561183
-0.200219,-9.457678,-5.392235
0.021314,-6.441812,14.392686
0.242360,10.365071,1.725916
0.666574,-10.650333,-2.731749
2.824839,10.830693,-6.516936
0.327634,1.858254,-24.281424
0.377655,-0.324219,23.557532
0.027927,2.298666,19.320156
-0.080842,-4.524137,18.483483
1.410926,2.133674,18.878505
-3.317812,7.067262,14.703633
-0.245371,5.650779,-18.013065
0.768001,-8.475715,-10.868036
-2.487927,7.992545,-3.951138
1.652935,-1.603429,16.749406
0.181912,0.986806,19.927556
-0.376604,-2.149197,19.421404
-0.585648,-10.193911,-6.254165
-0.272531,7.284945,11.321775
0.319705,7.945414,-10.351332
-0.816811,-11.136121,3.720188
0.762653,8.791012,-12.373939
-2.540835,-1.871427,-25.942108
0.059401,-9.963212,-3.250373
0.769309,10.071801,0.768729
-0.606149,5.948805,-19.388757
-0.653678,-9.667633,-4.693930
-2.667446,-1.476037,20.264473
-0.166484,6.552249,9.021052
-2.062391,-9.184892,8.922951
-0.377919,-9.850028,3.848315
0.118585,-9.770980,-5.000128
-1.616716,-9.916553,0.243139
-0.614109,1.704236,-19.456741
0.046101,9.123477,0.503204
0.597380,7.220050,-8.637974
-0.375793,-10.182001,9.429240
-1.294486,9.641154,-11.394054
0.072827,3.617713,-16.939451
2.379236,-2.398594,20.857597
0.879807,-10.117935,-3.320487
0.351364,-8.356642,-9.348334
-0.890544,-2.564105,16.659343
0.366716,-9.692634,-1.270505
-0.413919,8.787109,1.183465
-0.012214,9.978241,1.205115
0.270775,9.933842,-0.736601
0.073647,9.856907,3.251954
0.012070,8.231965,0.128773
0.845920,4.475323,-15.535893
1.541406,-12.627437,0.611883
0.157706,-9.640313,9.316160
0.996754,-10.119051,7.825240
0.090739,3.849558,22.163145
0.186581,-8.574518,10.327697
-1.459453,-9.162717,-7.416964
-0.109765,-8.938610,-13.580119
0.299047,7.396975,-11.794808
-1.068923,7.304374,12.604128
-1.592315,7.098663,9.253020
1.221232,-1.393642,-18.515042
1.631778,-8.679309,10.574229
-0.743331,10.976514,1.287965
-0.077952,-9.719752,0.647948
-1.266539,-5.018305,10.689615
0.100272,-5.068581,16.841314
-1.450299,8.988120,-5.315204
0.158225,-6.190206,17.196903
-1.715273,-4.943807,-17.541078
-0.150804,8.088111,11.187427
-1.641333,7.808455,6.179207
-2.331022,-6.352277,19.047776
0.156537,10.103469,2.109666
2.011176,1.166907,-22.401830
-0.424546,2.188339,19.081746
-2.458880,-0.877940,-25.808525
0.807810,8.955619,6.815147
4.152810,0.605311,21.550202
-0.122469,2.336345,18.733955
-0.005325,0.040154,-19.761820
-0.011615,7.135561,-16.778622
-1.792306,8.646424,9.198223
2.705060,-0.914387,17.224980
0.145236,-5.630843,-16.401948
-0.560120,-9.806485,-9.814310
-1.104019,-0.615203,-19.045847
-0.083025,-8.786572,8.982726
0.922845,10.746118,-0.027482
1.014037,-9.531571,-2.962939
-0.047354,9.427786,6.683187
0.063292,-2.011953,-20.270289
-1.713626,-0.214777,-22.592668
0.796324,4.328764,24.473907
-0.275043,3.080620,18.231527
0.026119,-8.602745,-6.388196
-2.935310,-9.273691,7.156921
